season,season_type,week,poll,rank,school,conference,first_place_votes,points
2025,regular,12,CFP,11,Oklahoma,SEC,,0
2025,regular,12,CFP,12,BYU,Big 12,,0
2025,regular,12,CFP,13,Utah,Big 12,,0
2025,regular,12,CFP,14,Vanderbilt,SEC,,0
2025,regular,12,CFP,15,Miami,ACC,,0
2025,regular,12,CFP,16,Georgia Tech,ACC,,0
2025,regular,12,CFP,17,USC,Big Ten,,0
2025,regular,12,CFP,18,Michigan,Big Ten,,0
2025,regular,12,CFP,19,Virginia,ACC,,0
2025,regular,12,CFP,20,Louisville,ACC,,0
2025,regular,12,CFP,21,Iowa,Big Ten,,0
2025,regular,12,CFP,22,Pittsburgh,ACC,,0
2025,regular,12,CFP,23,Tennessee,SEC,,0
2025,regular,12,CFP,24,South Florida,American Athletic,,0
2025,regular,12,CFP,25,Cincinnati,Big 12,,0
2025,regular,12,Coaches,1,North Dakota State,MVFC,23.0,599
2025,regular,12,Coaches,2,Montana,Big Sky,1.0,573
2025,regular,12,Coaches,3,Montana State,Big Sky,,527
2025,regular,12,Coaches,4,Lehigh,Patriot,,514
2025,regular,12,Coaches,5,Tarleton State,UAC,,480
2025,regular,12,Coaches,6,Tennessee Tech,Big South-OVC,,473
2025,regular,12,Coaches,7,Villanova,CAA,,441
2025,regular,12,Coaches,8,Mercer,Southern,,423
2025,regular,12,Coaches,9,Rhode Island,CAA,,379
2025,regular,12,Coaches,10,UC Davis,Big Sky,,367
2025,regular,12,Coaches,11,Harvard,Ivy,,309
2025,regular,12,Coaches,12,Monmouth,CAA,,293
2025,regular,12,Coaches,13,Illinois State,MVFC,,289
2025,regular,12,Coaches,14,Lamar,Southland,,280
2025,regular,12,Coaches,15,South Dakota State,MVFC,,249
2025,regular,12,Coaches,16,Jackson State,SWAC,,213
2025,regular,12,Coaches,17,Stephen F. Austin,Southland,,205
2025,regular,12,Coaches,18,North Dakota,MVFC,,199
2025,regular,12,Coaches,19,Youngstown State,MVFC,,178
2025,regular,12,Coaches,20,Abilene Christian,UAC,,176
2025,regular,12,Coaches,21,SE Louisiana,Southland,,163
2025,regular,12,Coaches,22,South Dakota,MVFC,,145
2025,regular,12,Coaches,23,Southern Illinois,MVFC,,78
2025,regular,12,Coaches,24,West Georgia,UAC,,53
2025,regular,12,Coaches,25,Lafayette,Patriot,,46
2025,regular,12,Coaches,1,Ferris State,GLIAC,29.0,773
2025,regular,12,Coaches,2,Harding University,Great American,2.0,745
2025,regular,12,Coaches,3,West Florida,Gulf South,,706
2025,regular,12,Coaches,4,Kutztown University,Pennsylvania State Athletic,,687
2025,regular,12,Coaches,5,CSU Pueblo,Rocky Mountain,,635
2025,regular,12,Coaches,6,Central Washington,Lone Star,,621
2025,regular,12,Coaches,7,Pittsburg St,Mid America,,564
2025,regular,12,Coaches,8,Findlay,Great Midwest Athletic,,562
2025,regular,12,Coaches,9,Virginia Union,CIAA,,495
2025,regular,12,Coaches,10,Indianapolis,Great Lakes,,468
2025,regular,12,Coaches,11,Minnesota Duluth,Northern Sun,,441
2025,regular,12,Coaches,12,Northwest Missouri St,Mid America,,437
2025,regular,12,Coaches,13,Augustana University (SD),Northern Sun,,402
2025,regular,12,Coaches,14,Minnesota State Mankato,Northern Sun,,388
2025,regular,12,Coaches,15,UT Permian Basin,Lone Star,,326
2025,regular,12,Coaches,16,Johnson C Smith,CIAA,,300
2025,regular,12,Coaches,17,Albany State GA,SIAC,,269
2025,regular,12,Coaches,18,Western Colorado,Rocky Mountain,,232
2025,regular,12,Coaches,19,Newberry,South Atlantic,,187
2025,regular,12,Coaches,20,Ashland,Great Midwest Athletic,,162
2025,regular,12,Coaches,21,Grand Valley State University,GLIAC,,145
2025,regular,12,Coaches,22,Chadron St,Rocky Mountain,,138
2025,regular,12,Coaches,23,Benedict College,SIAC,,111
2025,regular,12,Coaches,24,Western Oregon,Lone Star,,88
2025,regular,12,Coaches,25,UNC Pembroke,Carolinas,,63
2025,regular,12,Coaches,1,North Central College,CCIW,52.0,1300
2025,regular,12,Coaches,2,University of Mount Union,Ohio,,1239
2025,regular,12,Coaches,3,Johns Hopkins University,Centennial,,1185
2025,regular,12,Coaches,4,Bethel (MN),Minnesota,,1121
2025,regular,12,Coaches,5,Wisconsin-River Falls,Wisconsin,,1073
2025,regular,12,Coaches,6,Wartburg,American Rivers,,1072
2025,regular,12,Coaches,7,Saint John's (MN),Minnesota,,959
2025,regular,12,Coaches,8,Christopher Newport,New Jersey,,930
2025,regular,12,Coaches,9,John Carroll University,Ohio,,872
2025,regular,12,Coaches,10,Salisbury,New Jersey,,779
2025,regular,12,Coaches,11,Depauw,North Coast,,698
2025,regular,12,Coaches,12,Hardin-Simmons,American Southwest,,691
2025,regular,12,Coaches,13,Wisconsin-Platteville,Wisconsin,,662
2025,regular,12,Coaches,14,Cortland,Empire 8,,571
2025,regular,12,Coaches,15,Hope College,Michigan,,553
2025,regular,12,Coaches,16,Wisconsin-Whitewater,Wisconsin,,501
2025,regular,12,Coaches,17,Wisconsin-Lacrosse,Wisconsin,,480
2025,regular,12,Coaches,18,Randolph-Macon,Old Dominion,,433
2025,regular,12,Coaches,19,Central College,American Rivers,,426
2025,regular,12,Coaches,20,Berry College,Southern Athletic,,367
2025,regular,12,Coaches,21,Wheaton,CCIW,,263
2025,regular,12,Coaches,22,Trinity University TX,Southern Athletic,,229
2025,regular,12,Coaches,23,Wabash College,North Coast,,167
2025,regular,12,Coaches,24,Adrian,Michigan,,57
2025,regular,12,Coaches,25,Franklin & Marshall,Centennial,,42
2025,regular,13,Coaches,1,Ohio State,Big Ten,61.0,1573
2025,regular,13,Coaches,2,Indiana,Big Ten,,1497
2025,regular,13,Coaches,3,Texas A&M,SEC,2.0,1457
2025,regular,13,Coaches,4,Georgia,SEC,,1381
2025,regular,13,Coaches,5,Oregon,Big Ten,,1285
2025,regular,13,Coaches,6,Ole Miss,SEC,,1268
2025,regular,13,Coaches,7,Texas Tech,Big 12,,1213
2025,regular,13,Coaches,8,Oklahoma,SEC,,1099
2025,regular,13,Coaches,9,Notre Dame,FBS Independents,,1064
2025,regular,13,Coaches,10,Alabama,SEC,,976
2025,regular,13,Coaches,11,BYU,Big 12,,923
2025,regular,13,Coaches,12,Georgia Tech,ACC,,815
2025,regular,13,Coaches,13,Vanderbilt,SEC,,777
2025,regular,13,Coaches,14,Utah,Big 12,,748
2025,regular,13,Coaches,15,Miami,ACC,,707
2025,regular,13,Coaches,16,USC,Big Ten,,610
2025,regular,13,Coaches,17,Michigan,Big Ten,,587
2025,regular,13,Coaches,18,Texas,SEC,,521
2025,regular,13,Coaches,19,Virginia,ACC,,455
2025,regular,13,Coaches,20,Tennessee,SEC,,403
2025,regular,13,Coaches,21,Missouri,SEC,,220
2025,regular,13,Coaches,22,James Madison,Sun Belt,,201
2025,regular,13,Coaches,23,North Texas,American Athletic,,164
2025,regular,13,Coaches,24,Houston,Big 12,,144
2025,regular,13,Coaches,25,Tulane,American Athletic,,96
2025,regular,13,Coaches,1,North Dakota State,MVFC,23.0,599
2025,regular,13,Coaches,2,Montana,Big Sky,1.0,573
2025,regular,13,Coaches,3,Montana State,Big Sky,,549
2025,regular,13,Coaches,4,Lehigh,Patriot,,523
2025,regular,13,Coaches,5,Tarleton State,UAC,,505
2025,regular,13,Coaches,6,Mercer,Southern,,437
2025,regular,13,Coaches,7,Villanova,CAA,,433
2025,regular,13,Coaches,8,Tennessee Tech,Big South-OVC,,423
2025,regular,13,Coaches,9,Rhode Island,CAA,,402
2025,regular,13,Coaches,10,Harvard,Ivy,,342
2025,regular,13,Coaches,11,Illinois State,MVFC,,338
2025,regular,13,Coaches,11,Monmouth,CAA,,338
2025,regular,13,Coaches,13,Stephen F. Austin,Southland,,290
2025,regular,13,Coaches,14,UC Davis,Big Sky,,259
2025,regular,13,Coaches,15,Jackson State,SWAC,,251
2025,regular,13,Coaches,16,North Dakota,MVFC,,228
2025,regular,13,Coaches,17,Youngstown State,MVFC,,203
2025,regular,13,Coaches,18,Abilene Christian,UAC,,184
2025,regular,13,Coaches,19,Lamar,Southland,,168
2025,regular,13,Coaches,20,SE Louisiana,Southland,,156
2025,regular,13,Coaches,21,South Dakota,MVFC,,127
2025,regular,13,Coaches,22,South Dakota State,MVFC,,110
2025,regular,13,Coaches,23,West Georgia,UAC,,91
2025,regular,13,Coaches,24,Lafayette,Patriot,,86
2025,regular,13,Coaches,25,Yale,Ivy,,37
2025,regular,13,Coaches,1,Ferris State,GLIAC,30.0,774
2025,regular,13,Coaches,2,Harding University,Great American,1.0,745
2025,regular,13,Coaches,3,Kutztown University,Pennsylvania State Athletic,,711
2025,regular,13,Coaches,4,CSU Pueblo,Rocky Mountain,,669
2025,regular,13,Coaches,5,Central Washington,Lone Star,,652
2025,regular,13,Coaches,6,Pittsburg St,Mid America,,597
2025,regular,13,Coaches,7,Minnesota Duluth,Northern Sun,,553
2025,regular,13,Coaches,8,Indianapolis,Great Lakes,,549
2025,regular,13,Coaches,9,West Florida,Gulf South,,534
2025,regular,13,Coaches,10,UT Permian Basin,Lone Star,,459
2025,regular,13,Coaches,11,Johnson C Smith,CIAA,,451
2025,regular,13,Coaches,12,Findlay,Great Midwest Athletic,,398
2025,regular,13,Coaches,13,Albany State GA,SIAC,,393
2025,regular,13,Coaches,14,Northwest Missouri St,Mid America,,351
2025,regular,13,Coaches,15,Western Colorado,Rocky Mountain,,330
2025,regular,13,Coaches,16,Newberry,South Atlantic,,310
2025,regular,13,Coaches,17,Virginia Union,CIAA,,307
2025,regular,13,Coaches,18,Ashland,Great Midwest Athletic,,253
2025,regular,13,Coaches,19,Augustana University (SD),Northern Sun,,207
2025,regular,13,Coaches,20,Grand Valley State University,GLIAC,,199
2025,regular,13,Coaches,21,Minnesota State Mankato,Northern Sun,,132
2025,regular,13,Coaches,22,Chadron St,Rocky Mountain,,94
2025,regular,13,Coaches,23,Benedict College,SIAC,,80
2025,regular,13,Coaches,24,Frostburg State,Mountain East,,72
2025,regular,13,Coaches,25,Western Oregon,Lone Star,,63
2025,regular,13,Coaches,1,North Central College,CCIW,52.0,1300
2025,regular,13,Coaches,2,University of Mount Union,Ohio,,1220
2025,regular,13,Coaches,3,Bethel (MN),Minnesota,,1174
2025,regular,13,Coaches,4,Wisconsin-River Falls,Wisconsin,,1144
2025,regular,13,Coaches,5,Wartburg,American Rivers,,1106
2025,regular,13,Coaches,6,Saint John's (MN),Minnesota,,1017
2025,regular,13,Coaches,7,Christopher Newport,New Jersey,,970
2025,regular,13,Coaches,8,John Carroll University,Ohio,,897
2025,regular,13,Coaches,9,Salisbury,New Jersey,,814
2025,regular,13,Coaches,10,Depauw,North Coast,,749
2025,regular,13,Coaches,11,Johns Hopkins University,Centennial,,748
2025,regular,13,Coaches,12,Hardin-Simmons,American Southwest,,725
2025,regular,13,Coaches,13,Wisconsin-Platteville,Wisconsin,,684
2025,regular,13,Coaches,14,Wisconsin-Whitewater,Wisconsin,,577
2025,regular,13,Coaches,15,Hope College,Michigan,,569
2025,regular,13,Coaches,16,Wisconsin-Lacrosse,Wisconsin,,514
2025,regular,13,Coaches,17,Randolph-Macon,Old Dominion,,463
2025,regular,13,Coaches,18,Franklin & Marshall,Centennial,,458
2025,regular,13,Coaches,19,Berry College,Southern Athletic,,422
2025,regular,13,Coaches,20,Wheaton,CCIW,,320
2025,regular,13,Coaches,21,Trinity University TX,Southern Athletic,,301
2025,regular,13,Coaches,22,Cortland,Empire 8,,100
2025,regular,13,Coaches,23,Monmouth (IL),Midwest,,96
2025,regular,13,Coaches,24,Endicott College,Commonwealth Coast,,80
2025,regular,13,Coaches,25,Alma,Michigan,,75
2025,regular,13,CFP,1,Ohio State,Big Ten,,0
2025,regular,13,CFP,2,Indiana,Big Ten,,0
2025,regular,13,CFP,3,Texas A&M,SEC,,0
2025,regular,13,CFP,4,Georgia,SEC,,0
2025,regular,13,CFP,5,Texas Tech,Big 12,,0
2025,regular,13,CFP,6,Ole Miss,SEC,,0
2025,regular,13,CFP,7,Oregon,Big Ten,,0
2025,regular,13,CFP,8,Oklahoma,SEC,,0
2025,regular,13,CFP,9,Notre Dame,FBS Independents,,0
2025,regular,13,CFP,10,Alabama,SEC,,0
2025,regular,13,CFP,11,BYU,Big 12,,0
2025,regular,13,CFP,12,Utah,Big 12,,0
2025,regular,13,CFP,13,Miami,ACC,,0
2025,regular,13,CFP,14,Vanderbilt,SEC,,0
2025,regular,13,CFP,15,USC,Big Ten,,0
2025,regular,13,CFP,16,Georgia Tech,ACC,,0
2025,regular,13,CFP,17,Texas,SEC,,0
2025,regular,13,CFP,18,Michigan,Big Ten,,0
2025,regular,13,CFP,19,Virginia,ACC,,0
2025,regular,13,CFP,20,Tennessee,SEC,,0
2025,regular,13,CFP,21,Illinois,Big Ten,,0
2025,regular,13,CFP,22,Missouri,SEC,,0
2025,regular,13,CFP,23,Houston,Big 12,,0
2025,regular,13,CFP,24,Tulane,American Athletic,,0
2025,regular,13,CFP,25,Arizona State,Big 12,,0
2025,regular,13,AP,1,Ohio State,Big Ten,57.0,1639
2025,regular,13,AP,2,Indiana,Big Ten,8.0,1588
2025,regular,13,AP,3,Texas A&M,SEC,1.0,1520
2025,regular,13,AP,4,Georgia,SEC,,1447
2025,regular,13,AP,5,Ole Miss,SEC,,1331
2025,regular,13,AP,6,Oregon,Big Ten,,1299
2025,regular,13,AP,6,Texas Tech,Big 12,,1299
2025,regular,13,AP,8,Oklahoma,SEC,,1162
2025,regular,13,AP,9,Notre Dame,FBS Independents,,1130
2025,regular,13,AP,10,Alabama,SEC,,1062
2025,regular,13,AP,11,BYU,Big 12,,992
2025,regular,13,AP,12,Vanderbilt,SEC,,833
2025,regular,13,AP,13,Utah,Big 12,,795
2025,regular,13,AP,14,Miami,ACC,,773
2025,regular,13,AP,15,Georgia Tech,ACC,,768
2025,regular,13,AP,16,USC,Big Ten,,707
2025,regular,13,AP,17,Texas,SEC,,564
2025,regular,13,AP,18,Michigan,Big Ten,,547
2025,regular,13,AP,19,Virginia,ACC,,476
2025,regular,13,AP,20,Tennessee,SEC,,360
2025,regular,13,AP,21,James Madison,Sun Belt,,294
2025,regular,13,AP,22,North Texas,American Athletic,,186
2025,regular,13,AP,23,Missouri,SEC,,173
2025,regular,13,AP,24,Tulane,American Athletic,,167
2025,regular,13,AP,25,Houston,Big 12,,107
2025,regular,14,Coaches,1,Ohio State,Big Ten,61.0,1573
2025,regular,14,Coaches,2,Indiana,Big Ten,,1495
2025,regular,14,Coaches,3,Texas A&M,SEC,2.0,1461
2025,regular,14,Coaches,4,Georgia,SEC,,1378
2025,regular,14,Coaches,5,Oregon,Big Ten,,1291
2025,regular,14,Coaches,6,Ole Miss,SEC,,1262
2025,regular,14,Coaches,7,Texas Tech,Big 12,,1211
2025,regular,14,Coaches,8,Oklahoma,SEC,,1108
2025,regular,14,Coaches,9,Notre Dame,FBS Independents,,1073
2025,regular,14,Coaches,10,Alabama,SEC,,1002
2025,regular,14,Coaches,11,BYU,Big 12,,943
2025,regular,14,Coaches,12,Vanderbilt,SEC,,828
2025,regular,14,Coaches,13,Miami,ACC,,781
2025,regular,14,Coaches,14,Utah,Big 12,,774
2025,regular,14,Coaches,15,Michigan,Big Ten,,683
2025,regular,14,Coaches,16,Texas,SEC,,615
2025,regular,14,Coaches,17,Virginia,ACC,,532
2025,regular,14,Coaches,18,Tennessee,SEC,,499
2025,regular,14,Coaches,19,Georgia Tech,ACC,,344
2025,regular,14,Coaches,20,USC,Big Ten,,313
2025,regular,14,Coaches,21,James Madison,Sun Belt,,262
2025,regular,14,Coaches,22,North Texas,American Athletic,,251
2025,regular,14,Coaches,23,Tulane,American Athletic,,186
2025,regular,14,Coaches,24,Pittsburgh,ACC,,158
2025,regular,14,Coaches,25,SMU,ACC,,109
2025,regular,14,Coaches,1,North Dakota State,MVFC,24.0,623
2025,regular,14,Coaches,2,Montana State,Big Sky,1.0,597
2025,regular,14,Coaches,3,Lehigh,Patriot,,557
2025,regular,14,Coaches,4,Montana,Big Sky,,554
2025,regular,14,Coaches,5,Tarleton State,UAC,,534
2025,regular,14,Coaches,6,Villanova,CAA,,470
2025,regular,14,Coaches,7,Tennessee Tech,Big South-OVC,,455
2025,regular,14,Coaches,8,Mercer,Southern,,444
2025,regular,14,Coaches,9,Rhode Island,CAA,,430
2025,regular,14,Coaches,10,Stephen F. Austin,Southland,,392
2025,regular,14,Coaches,11,UC Davis,Big Sky,,348
2025,regular,14,Coaches,12,Jackson State,SWAC,,309
2025,regular,14,Coaches,13,Youngstown State,MVFC,,294
2025,regular,14,Coaches,14,Abilene Christian,UAC,,265
2025,regular,14,Coaches,15,SE Louisiana,Southland,,247
2025,regular,14,Coaches,16,Monmouth,CAA,,208
2025,regular,14,Coaches,17,Illinois State,MVFC,,199
2025,regular,14,Coaches,18,South Dakota State,MVFC,,182
2025,regular,14,Coaches,19,Harvard,Ivy,,175
2025,regular,14,Coaches,20,South Dakota,MVFC,,173
2025,regular,14,Coaches,21,Yale,Ivy,,136
2025,regular,14,Coaches,22,West Georgia,UAC,,108
2025,regular,14,Coaches,23,North Dakota,MVFC,,96
2025,regular,14,Coaches,24,Lamar,Southland,,61
2025,regular,14,Coaches,25,Southern Illinois,MVFC,,58
2025,regular,14,AP,1,Ohio State,Big Ten,58.0,1640
2025,regular,14,AP,2,Indiana,Big Ten,7.0,1587
2025,regular,14,AP,3,Texas A&M,SEC,1.0,1522
2025,regular,14,AP,4,Georgia,SEC,,1444
2025,regular,14,AP,5,Oregon,Big Ten,,1326
2025,regular,14,AP,6,Ole Miss,SEC,,1320
2025,regular,14,AP,7,Texas Tech,Big 12,,1295
2025,regular,14,AP,8,Oklahoma,SEC,,1169
2025,regular,14,AP,9,Notre Dame,FBS Independents,,1117
2025,regular,14,AP,10,Alabama,SEC,,1056
2025,regular,14,AP,11,BYU,Big 12,,1014
2025,regular,14,AP,12,Vanderbilt,SEC,,876
2025,regular,14,AP,13,Miami,ACC,,849
2025,regular,14,AP,14,Utah,Big 12,,809
2025,regular,14,AP,15,Michigan,Big Ten,,664
2025,regular,14,AP,16,Texas,SEC,,646
2025,regular,14,AP,17,Virginia,ACC,,556
2025,regular,14,AP,18,Tennessee,SEC,,473
2025,regular,14,AP,19,USC,Big Ten,,464
2025,regular,14,AP,20,James Madison,Sun Belt,,331
2025,regular,14,AP,21,North Texas,American Athletic,,288
2025,regular,14,AP,22,Tulane,American Athletic,,255
2025,regular,14,AP,23,Georgia Tech,ACC,,228
2025,regular,14,AP,24,Pittsburgh,ACC,,174
2025,regular,14,AP,25,SMU,ACC,,121
2025,regular,14,CFP,1,Ohio State,Big Ten,,0
2025,regular,14,CFP,2,Indiana,Big Ten,,0
2025,regular,14,CFP,3,Texas A&M,SEC,,0
2025,regular,14,CFP,4,Georgia,SEC,,0
2025,regular,14,CFP,5,Texas Tech,Big 12,,0
2025,regular,14,CFP,6,Oregon,Big Ten,,0
2025,regular,14,CFP,7,Ole Miss,SEC,,0
2025,regular,14,CFP,8,Oklahoma,SEC,,0
2025,regular,14,CFP,9,Notre Dame,FBS Independents,,0
2025,regular,14,CFP,10,Alabama,SEC,,0
2025,regular,14,CFP,11,BYU,Big 12,,0
2025,regular,14,CFP,12,Miami,ACC,,0
2025,regular,14,CFP,13,Utah,Big 12,,0
2025,regular,14,CFP,14,Vanderbilt,SEC,,0
2025,regular,14,CFP,15,Michigan,Big Ten,,0
2025,regular,14,CFP,16,Texas,SEC,,0
2025,regular,14,CFP,17,USC,Big Ten,,0
2025,regular,14,CFP,18,Virginia,ACC,,0
2025,regular,14,CFP,19,Tennessee,SEC,,0
2025,regular,14,CFP,20,Arizona State,Big 12,,0
2025,regular,14,CFP,21,SMU,ACC,,0
2025,regular,14,CFP,22,Pittsburgh,ACC,,0
2025,regular,14,CFP,23,Georgia Tech,ACC,,0
2025,regular,14,CFP,24,Tulane,American Athletic,,0
2025,regular,14,CFP,25,Arizona,Big 12,,0
2025,regular,15,Coaches,1,Ohio State,Big Ten,63.0,1575
2025,regular,15,Coaches,2,Indiana,Big Ten,,1510
2025,regular,15,Coaches,3,Georgia,SEC,,1438
2025,regular,15,Coaches,4,Oregon,Big Ten,,1353
2025,regular,15,Coaches,5,Ole Miss,SEC,,1306
2025,regular,15,Coaches,6,Texas Tech,Big 12,,1266
2025,regular,15,Coaches,7,Texas A&M,SEC,,1178
2025,regular,15,Coaches,8,Oklahoma,SEC,,1106
2025,regular,15,Coaches,9,Notre Dame,FBS Independents,,1061
2025,regular,15,Coaches,10,Alabama,SEC,,1019
2025,regular,15,Coaches,11,BYU,Big 12,,942
2025,regular,15,Coaches,12,Vanderbilt,SEC,,855
2025,regular,15,Coaches,13,Miami,ACC,,844
2025,regular,15,Coaches,14,Texas,SEC,,753
2025,regular,15,Coaches,15,Utah,Big 12,,750
2025,regular,15,Coaches,16,Virginia,ACC,,613
2025,regular,15,Coaches,17,USC,Big Ten,,505
2025,regular,15,Coaches,18,Michigan,Big Ten,,427
2025,regular,15,Coaches,19,James Madison,Sun Belt,,356
2025,regular,15,Coaches,20,North Texas,American Athletic,,345
2025,regular,15,Coaches,21,Tulane,American Athletic,,300
2025,regular,15,Coaches,22,Arizona,Big 12,,223
2025,regular,15,Coaches,23,Georgia Tech,ACC,,170
2025,regular,15,Coaches,24,Tennessee,SEC,,135
2025,regular,15,Coaches,25,Navy,American Athletic,,107
2025,regular,15,AP,1,Ohio State,Big Ten,61.0,1645
2025,regular,15,AP,2,Indiana,Big Ten,5.0,1589
2025,regular,15,AP,3,Georgia,SEC,,1504
2025,regular,15,AP,4,Oregon,Big Ten,,1396
2025,regular,15,AP,5,Texas Tech,Big 12,,1366
2025,regular,15,AP,6,Ole Miss,SEC,,1350
2025,regular,15,AP,7,Texas A&M,SEC,,1282
2025,regular,15,AP,8,Oklahoma,SEC,,1140
2025,regular,15,AP,9,Notre Dame,FBS Independents,,1100
2025,regular,15,AP,10,Alabama,SEC,,1053
2025,regular,15,AP,11,BYU,Big 12,,982
2025,regular,15,AP,12,Miami,ACC,,898
2025,regular,15,AP,13,Vanderbilt,SEC,,871
2025,regular,15,AP,14,Texas,SEC,,861
2025,regular,15,AP,15,Utah,Big 12,,739
2025,regular,15,AP,16,Virginia,ACC,,637
2025,regular,15,AP,17,USC,Big Ten,,566
2025,regular,15,AP,18,Michigan,Big Ten,,441
2025,regular,15,AP,19,James Madison,Sun Belt,,417
2025,regular,15,AP,20,North Texas,American Athletic,,402
2025,regular,15,AP,21,Tulane,American Athletic,,373
2025,regular,15,AP,22,Arizona,Big 12,,257
2025,regular,15,AP,23,Navy,American Athletic,,146
2025,regular,15,AP,24,Georgia Tech,ACC,,90
2025,regular,15,AP,25,Missouri,SEC,,73
2025,regular,15,CFP,1,Ohio State,Big Ten,,0
2025,regular,15,CFP,2,Indiana,Big Ten,,0
2025,regular,15,CFP,3,Georgia,SEC,,0
2025,regular,15,CFP,4,Texas Tech,Big 12,,0
2025,regular,15,CFP,5,Oregon,Big Ten,,0
2025,regular,15,CFP,6,Ole Miss,SEC,,0
2025,regular,15,CFP,7,Texas A&M,SEC,,0
2025,regular,15,CFP,8,Oklahoma,SEC,,0
2025,regular,15,CFP,9,Alabama,SEC,,0
2025,regular,15,CFP,10,Notre Dame,FBS Independents,,0
2025,regular,15,CFP,11,BYU,Big 12,,0
2025,regular,15,CFP,12,Miami,ACC,,0
2025,regular,15,CFP,13,Texas,SEC,,0
2025,regular,15,CFP,14,Vanderbilt,SEC,,0
2025,regular,15,CFP,15,Utah,Big 12,,0
2025,regular,15,CFP,16,USC,Big Ten,,0
2025,regular,15,CFP,17,Virginia,ACC,,0
2025,regular,15,CFP,18,Arizona,Big 12,,0
2025,regular,15,CFP,19,Michigan,Big Ten,,0
2025,regular,15,CFP,20,Tulane,American Athletic,,0
2025,regular,15,CFP,21,Houston,Big 12,,0
2025,regular,15,CFP,22,Georgia Tech,ACC,,0
2025,regular,15,CFP,23,Iowa,Big Ten,,0
2025,regular,15,CFP,24,North Texas,American Athletic,,0
2025,regular,15,CFP,25,James Madison,Sun Belt,,0
2025,regular,16,AP,1,Indiana,Big Ten,66.0,1650
2025,regular,16,AP,2,Georgia,SEC,,1550
2025,regular,16,AP,3,Ohio State,Big Ten,,1538
2025,regular,16,AP,4,Texas Tech,Big 12,,1452
2025,regular,16,AP,5,Oregon,Big Ten,,1358
2025,regular,16,AP,6,Ole Miss,SEC,,1323
2025,regular,16,AP,7,Texas A&M,SEC,,1278
2025,regular,16,AP,8,Oklahoma,SEC,,1154
2025,regular,16,AP,9,Notre Dame,FBS Independents,,1094
2025,regular,16,AP,10,Miami,ACC,,1017
2025,regular,16,AP,11,Alabama,SEC,,973
2025,regular,16,AP,12,BYU,Big 12,,899
2025,regular,16,AP,13,Vanderbilt,SEC,,880
2025,regular,16,AP,14,Texas,SEC,,872
2025,regular,16,AP,15,Utah,Big 12,,748
2025,regular,16,AP,16,USC,Big Ten,,609
2025,regular,16,AP,17,Tulane,American Athletic,,521
2025,regular,16,AP,18,Michigan,Big Ten,,503
2025,regular,16,AP,19,James Madison,Sun Belt,,490
2025,regular,16,AP,20,Virginia,ACC,,323
2025,regular,16,AP,21,Arizona,Big 12,,322
2025,regular,16,AP,22,Navy,American Athletic,,173
2025,regular,16,AP,23,North Texas,American Athletic,,151
2025,regular,16,AP,24,Georgia Tech,ACC,,147
2025,regular,16,AP,25,Missouri,SEC,,92
2025,regular,16,Coaches,1,Indiana,Big Ten,61.0,1549
2025,regular,16,Coaches,2,Georgia,SEC,1.0,1461
2025,regular,16,Coaches,3,Ohio State,Big Ten,,1433
2025,regular,16,Coaches,4,Texas Tech,Big 12,,1339
2025,regular,16,Coaches,5,Oregon,Big Ten,,1317
2025,regular,16,Coaches,6,Ole Miss,SEC,,1240
2025,regular,16,Coaches,7,Texas A&M,SEC,,1169
2025,regular,16,Coaches,8,Oklahoma,SEC,,1093
2025,regular,16,Coaches,9,Notre Dame,FBS Independents,,1037
2025,regular,16,Coaches,10,Miami,ACC,,941
2025,regular,16,Coaches,11,Alabama,SEC,,913
2025,regular,16,Coaches,12,Vanderbilt,SEC,,867
2025,regular,16,Coaches,13,BYU,Big 12,,790
2025,regular,16,Coaches,14,Texas,SEC,,788
2025,regular,16,Coaches,15,Utah,Big 12,,719
2025,regular,16,Coaches,16,USC,Big Ten,,558
2025,regular,16,Coaches,17,Michigan,Big Ten,,479
2025,regular,16,Coaches,18,Tulane,American Athletic,,448
2025,regular,16,Coaches,19,James Madison,Sun Belt,,389
2025,regular,16,Coaches,20,Arizona,Big 12,,326
2025,regular,16,Coaches,21,Virginia,ACC,,288
2025,regular,16,Coaches,22,Georgia Tech,ACC,,223
2025,regular,16,Coaches,23,Tennessee,SEC,,123
2025,regular,16,Coaches,24,Houston,Big 12,,119
2025,regular,16,Coaches,25,Navy,American Athletic,,118
2025,regular,16,CFP,1,Indiana,Big Ten,,0
2025,regular,16,CFP,2,Ohio State,Big Ten,,0
2025,regular,16,CFP,3,Georgia,SEC,,0
2025,regular,16,CFP,4,Texas Tech,Big 12,,0
2025,regular,16,CFP,5,Oregon,Big Ten,,0
2025,regular,16,CFP,6,Ole Miss,SEC,,0
2025,regular,16,CFP,7,Texas A&M,SEC,,0
2025,regular,16,CFP,8,Oklahoma,SEC,,0
2025,regular,16,CFP,9,Alabama,SEC,,0
2025,regular,16,CFP,10,Miami,ACC,,0
2025,regular,16,CFP,11,Notre Dame,FBS Independents,,0
2025,regular,16,CFP,12,BYU,Big 12,,0
2025,regular,16,CFP,13,Texas,SEC,,0
2025,regular,16,CFP,14,Vanderbilt,SEC,,0
2025,regular,16,CFP,15,Utah,Big 12,,0
2025,regular,16,CFP,16,USC,Big Ten,,0
